loss,accuracy,val_loss,val_accuracy
0.5463405251502991,0.6942809224128723,0.3119693100452423,0.8666666746139526
0.34061816334724426,0.8528174757957458,0.30081766843795776,0.8633333444595337
0.289590448141098,0.8797308802604675,0.32062679529190063,0.8666666746139526
0.2664393186569214,0.8894028663635254,0.29034024477005005,0.8633333444595337
0.24562597274780273,0.8948696255683899,0.31681469082832336,0.8633333444595337
0.2518553137779236,0.8912951946258545,0.303988516330719,0.8700000047683716
0.23500783741474152,0.8990748524665833,0.2892676889896393,0.8700000047683716
0.20761936902999878,0.9116904735565186,0.32988062500953674,0.8533333539962769
0.20427533984184265,0.9125315546989441,0.32814478874206543,0.8399999737739563
0.18781238794326782,0.9213625192642212,0.3210861086845398,0.8500000238418579
0.18839094042778015,0.924726665019989,0.31929075717926025,0.8600000143051147
0.1613023728132248,0.9369217753410339,0.3158770203590393,0.8600000143051147
0.1323445588350296,0.9501681923866272,0.3725500702857971,0.8433333039283752
0.13604189455509186,0.9455424547195435,0.38754257559776306,0.8566666841506958
0.10679936408996582,0.9594196677207947,0.3831508159637451,0.8299999833106995
0.10552865266799927,0.9583683609962463,0.5116113424301147,0.8266666531562805
0.11554715037345886,0.9491168856620789,0.4567136764526367,0.8399999737739563
0.08518604934215546,0.9657275080680847,0.3996399939060211,0.8533333539962769
0.057863298803567886,0.9810765385627747,0.560560941696167,0.8500000238418579
0.058490924537181854,0.9775021076202393,0.5603031516075134,0.8433333039283752
0.06121620163321495,0.9762405157089233,0.5867511034011841,0.8433333039283752
0.03325124830007553,0.9867535829544067,0.5823906660079956,0.8533333539962769
0.030777262523770332,0.9888561964035034,0.6349456906318665,0.8566666841506958
0.016709301620721817,0.9957947731018066,0.6588199138641357,0.8399999737739563
0.018685780465602875,0.99369215965271,0.7859691381454468,0.8600000143051147
0.08929325640201569,0.9669890403747559,0.691075325012207,0.8366666436195374
0.05245615541934967,0.97834312915802,0.6410901546478271,0.8600000143051147
0.04705987870693207,0.982127845287323,0.6316117644309998,0.8500000238418579
0.01808353327214718,0.9949537515640259,0.7888736724853516,0.8433333039283752
0.013077634386718273,0.9951639771461487,0.8558729887008667,0.8566666841506958
0.006463094614446163,0.9985281825065613,0.8921282887458801,0.846666693687439
0.0018901941366493702,1.0,0.9270555377006531,0.8533333539962769
0.001967204036191106,1.0,0.9521888494491577,0.8500000238418579
0.0007996476488187909,1.0,0.9738643169403076,0.846666693687439
0.00040688406443223357,1.0,1.0099858045578003,0.8500000238418579
0.0003402774455025792,1.0,1.0242434740066528,0.846666693687439
