loss,accuracy,val_loss,val_accuracy
0.6280677914619446,0.6495828628540039,0.5746537446975708,0.7099999785423279
0.49709269404411316,0.7696662545204163,0.5156340599060059,0.7480000257492065
0.4381079375743866,0.8140643835067749,0.4683530032634735,0.7739999890327454
0.4119851589202881,0.8182359933853149,0.4590011537075043,0.7789999842643738
0.3842243254184723,0.8358164429664612,0.4395165741443634,0.7900000214576721
0.36646124720573425,0.8423718810081482,0.43152886629104614,0.8009999990463257
0.35598161816596985,0.846245527267456,0.42738431692123413,0.7979999780654907
0.35316258668899536,0.8474374413490295,0.443819135427475,0.7929999828338623
0.34068384766578674,0.8578665256500244,0.4577060043811798,0.7730000019073486
0.33703750371932983,0.8563766479492188,0.41652098298072815,0.8080000281333923
0.3224610388278961,0.865315854549408,0.41690313816070557,0.8019999861717224
0.3193918764591217,0.8679975867271423,0.4159650206565857,0.8009999990463257
0.3126431703567505,0.8676996231079102,0.4360629618167877,0.7839999794960022
0.30704182386398315,0.8712753057479858,0.4178670346736908,0.8059999942779541
0.302339643239975,0.8742550611495972,0.41031143069267273,0.8040000200271606
0.307921826839447,0.8706793785095215,0.4247397482395172,0.7990000247955322
0.29596126079559326,0.8745530247688293,0.41162586212158203,0.8019999861717224
0.29103943705558777,0.8775327801704407,0.40769800543785095,0.8100000023841858
0.28489169478416443,0.8814064264297485,0.41089728474617004,0.8069999814033508
0.2876781225204468,0.8808104991912842,0.4057641625404358,0.8080000281333923
0.2796509265899658,0.884684145450592,0.42197185754776,0.8009999990463257
0.2720657289028168,0.8882598280906677,0.40622222423553467,0.8100000023841858
0.26997336745262146,0.8873659372329712,0.40599653124809265,0.8080000281333923
0.26787054538726807,0.8921334743499756,0.4095931053161621,0.8090000152587891
0.2624749541282654,0.8977950215339661,0.4410710036754608,0.7960000038146973
0.26418453454971313,0.8939213156700134,0.4200834333896637,0.8109999895095825
0.2650047540664673,0.8942192792892456,0.4305397868156433,0.7940000295639038
0.2540789544582367,0.8977950215339661,0.4058253765106201,0.8080000281333923
0.25387218594551086,0.8977950215339661,0.40453052520751953,0.8130000233650208
0.2468041330575943,0.9040524363517761,0.4034631550312042,0.8140000104904175
0.25301721692085266,0.8971990346908569,0.4119563698768616,0.8190000057220459
0.250160276889801,0.8963051438331604,0.4390121400356293,0.7940000295639038
0.24699284136295319,0.899284839630127,0.4075741767883301,0.8159999847412109
0.2389543652534485,0.9091179966926575,0.4054202735424042,0.8159999847412109
0.23459070920944214,0.9082241058349609,0.4070228338241577,0.8080000281333923
0.2347930371761322,0.9055423140525818,0.4176838994026184,0.8029999732971191
0.2302386313676834,0.9138855934143066,0.40488505363464355,0.8130000233650208
0.22750860452651978,0.9156734347343445,0.40864914655685425,0.8190000057220459
0.22877487540245056,0.9115017652511597,0.4238393008708954,0.8019999861717224
0.22376348078250885,0.9177592396736145,0.4076111316680908,0.8159999847412109
0.2261737585067749,0.9180572032928467,0.4214281737804413,0.8040000200271606
0.22675591707229614,0.9120977520942688,0.41362464427948,0.8130000233650208
0.22025762498378754,0.9195470809936523,0.40875911712646484,0.8140000104904175
0.21733927726745605,0.918653130531311,0.43709447979927063,0.7960000038146973
0.21824471652507782,0.9159713983535767,0.4175208508968353,0.8180000185966492
0.22510862350463867,0.9088200330734253,0.41278204321861267,0.8090000152587891
0.21148788928985596,0.9222288727760315,0.4067939221858978,0.8149999976158142
0.21463543176651,0.9225268363952637,0.4220042824745178,0.8050000071525574
0.2067960500717163,0.9237186908721924,0.4081287682056427,0.8100000023841858
0.20352712273597717,0.9290822148323059,0.4090230166912079,0.8090000152587891
0.20542381703853607,0.9246126413345337,0.41746363043785095,0.8209999799728394
0.2006937563419342,0.9272943735122681,0.4096876382827759,0.8169999718666077
0.2000931054353714,0.925208568572998,0.4306851625442505,0.7979999780654907
0.19906219840049744,0.9258045554161072,0.41074317693710327,0.8180000185966492
0.20274032652378082,0.9249106049537659,0.4305447041988373,0.8220000267028809
