loss,accuracy,val_loss,val_accuracy
0.4236516058444977,0.8155673742294312,0.37610605359077454,0.8530884981155396
0.3240949809551239,0.8592268228530884,0.31836947798728943,0.8639398813247681
0.2993759214878082,0.8704803586006165,0.3015826940536499,0.8789649605751038
0.2796855568885803,0.8791288733482361,0.29149699211120605,0.8797996640205383
0.26910266280174255,0.8867354393005371,0.28710389137268066,0.8848080039024353
0.26102063059806824,0.8901740312576294,0.2952265441417694,0.8823038339614868
0.2554570734500885,0.894237756729126,0.27793067693710327,0.8864774703979492
0.2521253228187561,0.8928831815719604,0.2800714671611786,0.8848080039024353
0.2507916986942291,0.8939251899719238,0.2741277515888214,0.8873121738433838
0.24246038496494293,0.8984057307243347,0.28342074155807495,0.8823038339614868
0.23766642808914185,0.9014275074005127,0.27180808782577515,0.8889816403388977
0.23456618189811707,0.9026778936386108,0.2723982334136963,0.8856427669525146
0.22590263187885284,0.9056996703147888,0.2859198749065399,0.8823038339614868
0.23168449103832245,0.9034073352813721,0.3007846772670746,0.8739566206932068
0.22618187963962555,0.9072626829147339,0.2686913311481476,0.8864774703979492
0.21667535603046417,0.9114306569099426,0.2733735144138336,0.8864774703979492
0.2135620415210724,0.9134104251861572,0.2833797335624695,0.8814691305160522
0.21092523634433746,0.9137230515480042,0.26848673820495605,0.8848080039024353
0.2081419974565506,0.9163280129432678,0.26645714044570923,0.8923205137252808
0.2085237354040146,0.9139314293861389,0.2757145166397095,0.8881469368934631
0.20679835975170135,0.9160154461860657,0.26979538798332214,0.8898163437843323
0.20120316743850708,0.9201834201812744,0.2722254693508148,0.8898163437843323
0.1984301507472992,0.920600175857544,0.2654544413089752,0.8873121738433838
0.19570311903953552,0.9233093857765198,0.27679550647735596,0.8873121738433838
0.19821207225322723,0.9208086133003235,0.2657068073749542,0.8889816403388977
0.19301624596118927,0.9227883815765381,0.2684684991836548,0.8898163437843323
0.18832728266716003,0.9276857376098633,0.26942330598831177,0.8881469368934631
0.1894952803850174,0.9244555830955505,0.26736924052238464,0.8856427669525146
0.18856288492679596,0.9250807762145996,0.2691328227519989,0.8856427669525146
0.18520337343215942,0.9279983043670654,0.26413068175315857,0.8881469368934631
0.1924077868461609,0.9216421842575073,0.2731644809246063,0.8889816403388977
0.1829897165298462,0.928206741809845,0.32645925879478455,0.8722871541976929
0.18139620125293732,0.9301865100860596,0.26868894696235657,0.8873121738433838
0.17538423836231232,0.933937668800354,0.27147340774536133,0.8864774703979492
0.17659330368041992,0.9341461062431335,0.2862628400325775,0.8848080039024353
0.17286308109760284,0.9361258745193481,0.2747458517551422,0.8848080039024353
0.1747545301914215,0.9334166646003723,0.27735844254493713,0.8831385374069214
0.1710568070411682,0.9338334798812866,0.2710406184196472,0.8848080039024353
0.1672847419977188,0.9388350248336792,0.2731744647026062,0.8873121738433838
0.16967661678791046,0.9355006814002991,0.2784113883972168,0.8848080039024353
0.16505351662635803,0.9392518401145935,0.28937235474586487,0.8831385374069214
0.1640225499868393,0.939460277557373,0.27724775671958923,0.8898163437843323
0.16834430396556854,0.9365426898002625,0.2755160927772522,0.8856427669525146
0.16397245228290558,0.9397728443145752,0.2782912254333496,0.8906511068344116
0.15935000777244568,0.9398770332336426,0.2711939215660095,0.8856427669525146
0.15686748921871185,0.941544234752655,0.27229738235473633,0.8906511068344116
0.15806244313716888,0.9439408183097839,0.27673253417015076,0.8831385374069214
0.16103433072566986,0.9401896595954895,0.27321863174438477,0.8864774703979492
0.15639156103134155,0.9438366293907166,0.27731990814208984,0.8848080039024353
